,Exited,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
10025,1,650,43,4,0.0,3,0,0,174230.3882076928
10026,1,614,49,8,110547.68433319574,1,0,0,2065.1336355525245
10027,1,649,27,5,183530.63934942865,1,1,1,41184.96692932523
10028,1,557,39,4,0.0,2,0,0,167326.98897043164
10029,1,627,55,2,132165.5397114262,1,1,0,5152.445800910341
10030,1,652,30,5,0.0,1,0,0,68011.73593232874
10031,1,676,41,8,100541.20826833148,1,0,0,89209.4996731428
10032,1,519,36,7,116349.02763174596,1,1,0,115849.54413950501
10033,1,741,40,7,157370.32759188156,2,1,0,133572.60559957803
10034,1,838,39,6,0.0,1,1,0,136906.52895207494
10035,1,673,51,7,0.0,1,1,0,38834.92122358567
10036,1,794,27,7,146097.2829828119,1,1,0,22012.582002101073
10037,1,690,36,5,131291.03802870942,3,1,0,27917.631814204386
10038,1,741,32,3,0.0,1,1,0,134911.2354037488
10039,1,667,49,1,145134.26626129323,1,0,0,108508.54024297804
10040,1,648,38,2,0.0,1,1,0,170672.57664911915
10041,1,816,56,2,90878.28087258866,1,0,0,38377.63408555826
10042,1,627,45,3,122961.89753474311,1,1,0,26672.576582048772
10043,1,677,52,6,149860.41515575044,1,0,0,150532.9222640911
10044,1,548,53,4,168317.99669020216,2,1,0,149280.47229686112
10045,1,595,55,9,128984.95538807126,1,1,0,142326.05026183036
10046,1,665,34,7,106094.8714521909,1,0,1,69260.43399140533
10047,1,556,35,4,0.0,1,1,0,98328.25698794363
10048,1,766,66,4,112131.40064279443,1,1,0,36190.84197597103
10049,1,760,45,7,117623.51814678077,1,1,0,189619.27354442485
10050,1,559,46,9,0.0,1,1,0,125807.43990017769
10051,1,695,42,1,140115.53410328677,2,1,0,158330.4009609417
10052,1,653,33,2,150203.26238241608,1,0,1,172184.73353121793
10053,1,668,47,1,93786.5681101076,2,1,0,156656.79383690836
10054,1,715,41,9,105255.69099389564,1,1,1,121648.99081798707
10055,1,598,48,7,0.0,2,0,0,123215.51269892398
10056,1,832,60,1,124722.59404511366,1,0,0,70733.5664674262
10057,1,676,32,6,83924.87142223607,1,0,0,91841.08545036614
10058,1,454,54,3,138449.4013845051,1,1,1,70300.58857754325
10059,1,754,39,5,178426.62571607708,1,0,0,67130.9837743854
10060,1,537,51,5,93927.95711082526,1,1,0,148174.03222006094
10061,1,771,30,4,137942.78308522538,1,1,0,4821.150960102173
10062,1,588,53,1,123119.82438189756,1,1,0,119811.5505308684
10063,1,579,37,7,0.0,1,0,0,143276.304744511
10064,1,634,39,9,0.0,2,1,0,43166.360865582865
10065,1,537,47,9,0.0,1,1,0,149855.5614549078
10066,1,600,33,9,133668.82239001678,2,1,0,53348.558780014486
10067,1,616,53,4,88110.62742902042,1,1,0,69901.0357475851
10068,1,533,31,6,117030.98920099382,1,1,0,118486.36940643875
10069,1,517,43,1,110208.61525243185,1,1,0,119794.32481678284
10070,1,523,43,9,129052.1383768439,1,0,0,5593.302403462933
10071,1,630,53,2,167222.28605768256,1,0,0,140763.0005668789
10072,1,730,47,3,109018.41189310307,1,0,0,185964.38928334182
10073,1,652,40,7,76169.73931299018,1,0,0,188931.4916196385
10074,1,784,48,9,117977.88690082489,1,1,0,101230.79276423962
10075,1,772,39,1,130294.16845009454,1,1,0,163643.95868676523
10076,1,692,36,6,130025.51622883245,1,0,0,75527.89401062796
10077,1,699,51,9,98114.34422903131,1,0,0,70986.83609212872
10078,1,674,37,4,173730.08622676705,2,1,0,114220.43878707125
10079,1,486,46,4,0.0,1,1,0,161857.9225158833
10080,1,691,55,4,0.0,1,1,0,136613.22146934687
10081,1,683,44,3,125554.10628543328,1,0,0,132469.99248069766
10082,1,643,37,8,135201.94709549303,1,0,0,153069.6588050083
10083,1,596,36,5,153201.9278945013,1,0,0,25580.454941570053
10084,1,611,31,4,130690.87403151754,1,0,1,9063.222092314754
10085,1,672,46,5,0.0,1,0,0,166856.54031067764
10086,1,768,45,5,121065.75851027026,1,1,1,34001.692068838885
10087,1,726,36,6,108279.78607320478,1,1,0,165734.662655144
10088,1,704,40,5,127314.39216682839,1,0,0,163948.26358888863
10089,1,580,42,5,98789.03719550106,2,1,0,154097.02169789953
10090,1,524,40,2,135103.75789358496,1,1,0,30960.621470761766
10091,1,645,41,2,143421.47655595822,1,1,0,195541.22749687234
10092,1,702,51,5,171077.13665344485,1,1,0,168870.0715988595
10093,1,694,49,8,110399.4714367755,1,0,0,97109.1196640879
10094,1,546,37,6,0.0,1,0,0,95012.85609160684
10095,1,447,53,3,0.0,1,0,0,113606.33971674308
10096,1,657,44,5,82317.48750105764,1,1,0,73206.8175159266
10097,1,551,37,7,128208.99024378337,1,0,0,587.0516557763842
10098,1,697,38,3,0.0,2,0,0,188256.78681009935
10099,1,613,54,2,0.0,1,1,0,137012.21685696652
10100,1,677,40,0,103045.0755094352,1,0,0,9356.962716255657
10101,1,598,25,8,68289.83551520992,1,1,0,162387.50693758458
10102,1,544,38,1,0.0,1,0,1,73711.48583509221
10103,1,638,43,3,145486.8680926336,1,1,1,142698.95343890652
10104,1,591,50,2,45359.850510064396,1,1,0,47866.81778478165
10105,1,696,34,3,125859.86770656121,1,0,0,178451.66911967975
10106,1,648,44,2,112989.299019799,1,0,0,53033.849855090266
10107,1,714,50,4,89781.29295801756,2,0,0,6392.2336686460185
10108,1,639,42,9,153603.89795765662,1,1,0,124229.71466150734
10109,1,647,30,6,0.0,1,0,0,68023.07513771081
10110,1,521,59,2,124605.70373626275,1,1,0,84805.14861095013
10111,1,760,36,7,98819.32992625156,1,0,0,163679.03270941824
10112,1,560,54,6,128266.26724769159,1,1,0,141884.6173859042
10113,1,753,65,5,112384.59692508531,1,1,0,35902.138919339646
10114,1,478,47,7,92035.52199951242,1,1,0,146876.72343404646
10115,1,558,49,4,115474.21112146974,2,0,0,53578.374624329335
10116,1,616,29,9,105344.4684242239,1,0,1,29938.523413233743
10117,1,662,36,3,167190.33981879818,2,0,0,138517.11988902645
10118,1,607,39,7,105116.297037522,1,1,0,104715.39581225794
10119,1,690,55,7,0.0,1,0,0,30478.76975897427
10120,1,638,50,7,0.0,1,0,0,144327.17513034583
10121,1,734,41,6,0.0,2,1,0,91080.61186191624
10122,1,528,38,2,0.0,1,0,0,146370.88838827107
10123,1,438,37,1,0.0,1,1,0,49250.4966643222
10124,1,838,37,4,132559.86794228843,2,1,0,87016.48676914272
10125,1,665,32,9,197864.543694417,1,0,0,85109.02190035043
10126,1,700,37,3,162034.2879242044,1,0,0,152580.7396732701
10127,1,631,45,3,0.0,1,0,0,92095.13673183881
10128,1,567,54,5,102771.85216072323,1,1,0,176758.21079248653
10129,1,611,53,0,0.0,1,1,0,196133.01862060913
10130,1,619,43,5,106101.40259280999,1,1,0,104251.66080377734
10131,1,711,30,4,189250.50284846194,1,0,0,50372.82617260691
10132,1,589,43,8,137850.96623878318,1,1,0,142170.30186842754
10133,1,651,35,6,188761.47856491117,1,0,0,47636.52378655943
10134,1,602,46,3,0.0,1,0,0,152266.4371898189
10135,1,645,47,4,0.0,1,1,0,77534.7887708963
10136,1,789,66,8,110125.70058586035,1,0,0,23009.412774176308
10137,1,627,51,8,0.0,2,1,0,75718.55704037599
10138,1,620,46,3,0.0,1,1,0,5597.328467423692
10139,1,702,49,8,107887.20981380125,2,1,0,28422.465423974852
10140,1,800,45,8,133404.53201103484,1,0,0,26702.957045074065
10141,1,604,40,4,60599.52981121748,2,1,0,148618.18938706396
10142,1,631,39,6,135523.62262614086,1,1,0,141065.34209238412
10143,1,700,42,6,0.0,2,0,0,112921.35350699583
10144,1,627,48,5,129064.99646661669,1,0,0,78825.4344834932
10145,1,666,41,2,0.0,1,0,0,182844.82448952322
10146,1,767,44,1,104525.53009886705,1,1,0,61873.19970010676
10147,1,631,44,7,61106.81313980219,1,1,0,132130.04891061797
10148,1,667,46,7,85425.72966549465,1,1,0,122217.64688465714
10149,1,697,46,3,87567.53769257083,1,1,0,89018.47626923447
10150,1,551,46,7,105809.34731250894,1,0,1,67909.93340024436
10151,1,675,56,4,87273.67869208659,1,1,0,71498.1015923041
10152,1,543,46,3,0.0,1,1,0,21155.778153441508
10153,1,724,50,4,115004.68604697181,1,0,0,190762.1325411049
10154,1,699,25,2,0.0,1,0,0,35685.97543470275
10155,1,701,48,7,101590.88745411097,1,0,0,177569.92998457007
10156,1,575,36,8,118237.65085117996,1,0,0,41204.47107487769
10157,1,734,44,5,126460.21320093551,1,1,0,123626.67301932994
10158,1,605,41,2,164241.70329346947,2,0,0,26223.265617151228
10159,1,531,37,3,93551.87957673048,2,0,0,162493.24848746156
10160,1,730,34,5,132784.50523401223,1,0,0,115149.44613115008
10161,1,770,46,3,129475.31955665805,1,0,0,17365.166590694243
10162,1,607,54,4,108768.87898670066,3,0,1,136212.40545031958
10163,1,601,48,9,143865.36042576534,1,1,0,166281.23055545762
10164,1,758,56,9,94938.77745759021,1,1,0,28737.699131236215
10165,1,609,36,5,67570.78206272451,1,0,0,9060.077586257465
10166,1,761,35,5,106113.21218395942,1,0,0,137443.7150779693
10167,1,622,42,0,118223.33074040548,1,0,0,59648.39386899735
10168,1,566,41,7,117001.23788567605,1,1,0,119261.66214302859
10169,1,665,50,7,0.0,1,1,0,39020.383079072366
10170,1,694,41,4,91337.35615207264,1,0,0,75024.3534661635
10171,1,607,42,6,114629.28704029656,2,1,0,158788.5904808964
10172,1,636,55,6,141600.53163701209,1,0,0,33313.46738799864
10173,1,687,43,4,84840.69184575441,1,1,0,180760.55671169006
10174,1,612,28,2,155821.08042025138,1,0,0,37931.388019472404
10175,1,593,47,5,0.0,3,1,0,189083.93546264875
10176,1,682,44,5,124422.76239478798,1,1,1,47506.50240043093
10177,1,545,56,8,0.0,2,0,1,62305.04119427684
10178,1,793,51,3,167309.25654777788,1,0,0,154724.11626212802
10179,1,661,52,3,110605.8663380484,1,0,1,155804.04757715843
10180,1,566,44,5,151929.26270877643,1,0,0,164747.45501916396
10181,1,597,51,5,40434.334915936684,2,0,0,68054.30216658398
10182,1,685,52,4,100125.58350314558,1,0,1,148825.78436291046
10183,1,690,43,4,164982.00144866068,1,1,0,141300.5601693659
10184,1,644,46,8,95496.66841961972,1,0,0,108910.15329260624
10185,1,624,54,1,0.0,1,0,0,32011.91185276396
10186,1,758,47,1,75877.70265285148,1,1,0,158274.2141439452
10187,1,646,39,7,117816.7465448303,2,0,0,41519.50010740266
10188,1,553,58,2,115923.53529008981,1,0,0,74351.58160717793
10189,1,495,60,8,118647.54007594885,2,1,0,168039.49344662033
10190,1,680,47,7,146414.1124582375,1,0,0,155004.62566348494
10191,1,585,52,2,70702.48007340176,1,1,0,8123.681671854134
10192,1,685,38,7,147965.31250394217,1,1,0,174791.35691454093
10193,1,541,37,6,128660.71352306037,1,0,0,149703.74312423958
10194,1,616,42,5,52690.3675250084,1,1,0,112522.5036507403
10195,1,535,50,4,132116.2449416212,1,0,0,166895.23983825644
10196,1,608,62,3,139527.9292615053,1,1,0,175696.3312676077
10197,1,717,41,7,56249.564624813094,1,0,0,92694.46145522372
10198,1,768,44,0,139864.25291830627,1,0,0,170896.4307477291
10199,1,582,41,8,0.0,2,0,0,190812.18972952152
10200,1,507,53,8,119324.39727175521,1,0,0,57920.65237462483
10201,1,663,55,8,154902.86609764863,1,1,0,138208.5488418618
10202,1,641,52,3,0.0,1,1,0,135578.72077335234
10203,1,586,39,1,128262.31373892904,1,1,0,126085.35049667211
10204,1,619,45,9,107546.51704132414,1,1,0,138884.2068106199
10205,1,681,42,4,0.0,2,1,0,7805.7876040628535
10206,1,610,49,2,113936.93979401246,1,1,0,196335.00154505143
10207,1,608,42,4,175192.8630734718,1,0,0,66750.56002818876
10208,1,788,47,0,0.0,1,1,1,5577.181877782183
10209,1,528,57,3,70390.13326048797,1,0,0,103687.97651527039
10210,1,737,41,4,105832.96473238606,1,0,0,46855.06830821739
10211,1,670,56,4,0.0,1,1,0,146655.74992662875
10212,1,620,41,6,179759.1837412869,1,0,0,14784.503987215194
10213,1,816,60,1,124321.21981985513,1,1,0,71086.4569131528
10214,1,611,60,1,0.0,1,1,0,61268.591439508964
10215,1,555,49,8,120377.11608837807,1,0,0,56015.57558089128
10216,1,692,35,4,117466.36688363925,1,0,0,190567.20299183193
10217,1,640,56,5,99721.54955361653,1,1,0,176435.7151607527
10218,1,719,31,8,145672.01187261174,1,1,0,22287.233559931177
10219,1,551,46,6,133393.80516253717,1,0,0,50671.15969927012
10220,1,672,35,6,0.0,1,0,0,2616.639249267791
10221,1,454,54,8,127385.08145935048,1,1,0,175807.0666903658
10222,1,740,29,5,126677.82505158814,1,1,0,177639.102104786
10223,1,575,36,5,117649.82916307484,1,0,0,95106.14981433039
10224,1,649,31,6,131029.04351054391,1,0,0,9260.239664899033
10225,1,670,46,8,111266.8257065392,1,1,1,153460.43544936352
10226,1,591,46,1,100815.28933882125,1,0,0,33643.40448663218
10227,1,634,33,3,55422.51352443302,1,1,0,105681.07229424712
10228,1,552,33,3,115993.01273979727,1,0,1,112965.70862696737
10229,1,596,50,6,107735.65610055115,2,1,0,108312.9848916521
10230,1,710,47,3,166456.73818955198,1,1,0,141325.22038075814
10231,1,574,63,1,0.0,1,0,0,130593.07661277636
10232,1,757,52,2,0.0,2,0,0,45084.76526384304
10233,1,693,47,6,96513.24534594352,1,1,0,84535.68313424342
10234,1,694,33,8,0.0,1,0,0,113488.22143131189
10235,1,712,50,8,92548.58569893123,1,0,0,28912.9904973918
10236,1,772,58,3,116423.06973357465,1,1,0,93441.74778528135
10237,1,693,30,6,100891.72770542401,1,0,0,32713.919923334633
10238,1,739,47,0,0.0,1,1,1,5819.328630842834
10239,1,695,45,5,0.0,1,0,0,126365.5257333272
10240,1,756,48,8,91669.41875068823,1,1,0,117213.38109082913
10241,1,553,46,2,0.0,2,0,0,174286.90791954112
10242,1,705,50,1,99308.53820206781,1,1,0,72358.68146229078
10243,1,666,43,2,113849.3249426907,1,0,0,190152.63611419007
10244,1,730,34,5,144456.84075136506,1,1,1,140910.36308433398
10245,1,782,48,0,57573.36952863152,1,0,0,85956.39831139828
10246,1,618,41,3,0.0,1,1,0,50597.56002432096
10247,1,681,48,2,0.0,1,1,0,35092.06075041862
10248,1,564,51,2,0.0,1,0,0,65825.96680260747
10249,1,719,55,6,110484.83956274475,1,0,1,50846.43386346336
10250,1,779,58,1,132486.23369278308,2,1,0,29396.897336945218
10251,1,729,50,8,145020.68973704093,1,0,1,8403.259366832277
10252,1,754,36,6,157268.28494081702,1,0,0,133839.24694201577
10253,1,723,39,7,108353.82076814992,1,0,1,18162.71626688246
10254,1,801,53,5,72982.44576266706,1,1,0,94804.41695658684
10255,1,645,40,2,138932.82811198625,1,0,0,130103.20501824857
10256,1,646,42,5,44566.841064234475,1,1,0,112889.61477527322
10257,1,423,53,4,125311.89240890248,1,1,0,83619.17784359334
10258,1,599,53,0,0.0,2,0,0,61050.751129876095
10259,1,766,51,4,0.0,1,0,0,183304.79439798885
10260,1,726,41,4,92334.31222993873,1,0,0,74155.01442631017
10261,1,698,51,6,101472.94375472656,1,0,0,177521.38056870934
10262,1,708,50,6,0.0,1,1,0,174022.61342374337
10263,1,755,37,6,138034.35307046297,1,1,0,4397.781658154178
10264,1,749,44,7,118299.6559363997,2,1,0,161956.71510601448
10265,1,676,40,1,104096.33085977039,1,0,0,12574.56112267714
10266,1,589,44,4,120649.6505150667,1,0,1,23911.060694015305
10267,1,609,46,8,166665.71323962495,1,1,0,35810.81569135648
10268,1,514,41,1,0.0,1,0,0,135600.2759469342
10269,1,543,50,3,0.0,2,1,0,31902.714039913695
10270,1,559,45,8,142666.9448704363,1,0,0,147485.97425318396
10271,1,733,36,8,0.0,1,1,0,19667.5970862157
10272,1,604,48,0,132762.96339997367,2,0,0,28278.653228931198
10273,1,712,48,3,110718.6247741621,1,1,0,20553.06009664725
10274,1,578,48,5,128041.74539677345,2,1,0,142906.6743741356
10275,1,669,39,6,111687.716517885,1,0,0,165222.29804153353
10276,1,640,46,2,0.0,1,0,0,35776.21287927699
10277,1,568,45,2,0.0,1,0,1,152676.12576939593
10278,1,560,56,3,106348.15259272879,3,1,0,128689.31506691332
10279,1,553,53,2,143831.17439205167,1,0,0,2319.4101840025432
10280,1,576,54,2,164902.9088552743,1,0,0,141361.1704727848
10281,1,598,39,3,121062.16933240271,1,1,0,19309.542010289475
10282,1,550,44,2,0.0,1,1,1,83691.83390099577
10283,1,676,53,7,128955.28631888593,1,0,0,191711.7246058086
10284,1,530,43,6,119769.6550285433,1,1,0,118267.05526393982
10285,1,839,42,3,104146.77628862584,1,1,0,60572.5681621495
10286,1,773,47,0,0.0,1,1,0,5637.112874323094
10287,1,573,42,4,108840.92293015675,2,0,0,55510.37341951645
10288,1,638,51,6,0.0,1,0,1,107432.18758094283
10289,1,594,43,1,0.0,1,1,1,178042.63004774414
10290,1,618,60,4,136142.9299430741,1,0,0,94200.63997965898
10291,1,581,35,7,164226.10695904345,3,1,0,119632.88214693434
10292,1,704,47,9,104543.5542157686,2,0,1,158240.73234007717
10293,1,621,52,5,0.0,1,0,0,174001.93523986835
10294,1,574,52,3,0.0,1,1,0,11925.41249520395
10295,1,643,40,3,67377.96244346662,1,1,1,19120.664196960617
10296,1,645,41,2,0.0,1,0,0,91069.2091130531
10297,1,807,35,6,119691.28694401214,1,1,0,47744.27908227132
10298,1,823,53,6,0.0,1,0,0,171710.2287084905
10299,1,775,34,1,152296.34575896536,2,0,1,131641.3759341369
10300,1,551,63,8,103398.79350667079,1,1,0,154314.03863156107
10301,1,627,36,6,129769.9964082116,1,0,0,74995.91079665424
10302,1,637,53,2,116328.34989554314,1,0,0,42878.65834432813
10303,1,601,42,2,122701.32663052884,1,1,0,18526.34716928696
10304,1,753,37,7,98061.90028832147,1,0,0,191482.16405277004
10305,1,419,53,4,125340.67292786513,1,1,0,83638.43746993944
10306,1,603,48,2,0.0,1,1,0,114417.52103318514
10307,1,825,43,0,108443.79785605705,2,0,0,184330.19695278688
10308,1,800,41,1,0.0,1,1,0,16498.725376643193
10309,1,649,55,6,157392.59420842206,1,1,0,140816.31681376303
10310,1,631,38,1,124686.92012909096,2,1,0,57843.998354254814
10311,1,729,61,2,0.0,1,1,1,11267.574934638887
10312,1,638,51,1,119748.45556252853,1,0,0,55036.37664789779
10313,1,722,50,3,0.0,1,1,0,35209.74614604877
10314,1,561,63,7,103039.47876222461,1,0,1,153034.92305204636
10315,1,655,48,4,149844.84042908228,2,1,0,123769.26568157403
10316,1,678,43,6,126131.22293119086,1,1,0,176895.90063557753
10317,1,751,55,3,161642.34013664964,1,0,0,8126.398815077961
10318,1,610,41,4,72151.51637622091,1,0,0,20786.280583041054
10319,1,714,49,5,114225.9433483683,1,1,0,153487.2917911393
10320,1,768,58,8,123751.7084069025,2,0,0,172242.83962023558
10321,1,599,36,5,0.0,1,0,0,106616.87385617138
10322,1,519,58,3,118993.46339929313,1,0,0,43296.66461115214
10323,1,547,57,9,113461.75892106787,1,1,0,18247.891997932194
10324,1,529,52,3,137310.75520448462,1,1,0,145218.4636365931
10325,1,530,52,6,0.0,1,0,1,194144.54779765094
10326,1,550,45,7,136041.84764928647,1,1,0,132514.91710470416
10327,1,578,62,3,148847.56998599775,1,1,0,69312.11986839894
10328,1,465,46,6,110253.042809066,1,1,0,4882.647274554816
10329,1,606,30,9,142462.56789871506,1,1,0,105656.0570636045
10330,1,566,39,5,152927.8406177289,1,1,0,132083.55732698002
10331,1,763,39,7,0.0,2,0,0,67246.99344423988
10332,1,715,53,4,0.0,1,0,0,13367.752917261208
10333,1,683,51,4,109163.22383079624,1,1,1,191990.7638241832
10334,1,548,37,3,137844.54711149275,1,1,0,39591.74498432564
10335,1,614,44,5,121199.56787613267,1,1,0,64378.86268289762
10336,1,643,41,7,104298.37015255241,1,1,0,90485.04492101417
10337,1,546,32,4,79262.04653543413,1,0,0,165952.2307260507
10338,1,769,54,3,0.0,1,1,0,159672.63233433617
10339,1,634,40,7,174331.62334813023,3,1,0,172041.30445602257
10340,1,724,59,8,115913.65268538207,1,0,0,157719.30679568934
10341,1,670,52,5,0.0,1,1,0,169568.10076544844
10342,1,696,62,1,146111.2374256529,1,0,1,126568.69915068989
10343,1,761,52,6,91975.33053013314,1,0,0,120673.11189806182
10344,1,715,54,3,0.0,1,0,0,166575.8182039325
10345,1,521,52,5,124831.0502081782,1,1,1,31491.782179728663
10346,1,782,34,6,120489.22734419747,1,1,0,191031.66903324786
10347,1,491,40,1,111196.67367489845,1,1,0,120342.0126552079
10348,1,606,43,3,151569.7547957023,1,0,0,36319.6599019718
10349,1,617,35,7,153030.6603242971,1,1,0,26475.555397787473
10350,1,560,36,6,117815.36539238415,1,0,0,95251.74422768452
10351,1,700,26,2,71289.87227637389,1,1,0,108688.61242049186
10352,1,568,46,2,0.0,1,0,0,110907.5825652362
10353,1,687,43,1,117259.57326029526,1,0,0,23137.39544595454
10354,1,606,39,8,133473.68512571912,2,0,0,70394.30053191783
10355,1,655,50,7,0.0,1,0,0,38887.208318008015
10356,1,618,39,9,123801.03185658804,1,0,0,199092.972674278
10357,1,477,50,9,114646.65806974088,2,1,0,177618.79814941413
10358,1,743,49,3,168817.75391874748,1,1,0,84874.05868558657
10359,1,577,52,4,91991.78248554424,1,1,0,158317.60897667822
10360,1,714,42,2,143459.4967843933,1,0,0,7558.384603531728
10361,1,624,51,2,73032.23156913945,2,1,1,63223.26098507704
10362,1,678,47,3,76685.624636375,1,0,0,39704.03034668795
10363,1,714,37,2,99040.18790881449,1,1,0,94755.1635307831
10364,1,626,58,4,44993.360379674996,2,0,0,71784.96494091302
10365,1,579,48,8,107548.3758736594,1,1,0,63391.070438899136
10366,1,608,41,2,85339.68874120437,1,1,0,71716.50763310902
10367,1,648,49,1,97002.65697270985,2,0,0,112714.97088104457
10368,1,646,45,8,111648.53975613644,1,1,1,162474.32189087296
10369,1,774,46,6,0.0,1,0,0,65734.14369824686
10370,1,761,34,1,158138.22075292826,1,0,1,196538.7934276526
10371,1,711,31,3,189066.21028092524,1,0,0,50153.1838628104
10372,1,638,42,9,109338.2170603048,2,1,0,133998.32929249996
10373,1,685,52,1,105142.91729907208,1,0,0,87619.7125812139
10374,1,609,34,4,49810.40149889062,1,1,0,111872.47930850861
10375,1,613,47,9,162868.38092790073,1,0,0,96103.40339358096
10376,1,705,45,9,114525.64535627865,2,0,1,139335.07789034894
10377,1,818,46,0,0.0,1,1,0,31599.93400855699
10378,1,655,48,5,125193.45206993545,1,0,1,402.53683281612933
10379,1,508,44,5,68590.04171255944,1,1,0,192861.36687886808
10380,1,746,57,4,99018.07388994937,1,0,0,85637.77580004405
10381,1,599,29,4,150123.3102519856,2,0,0,103470.15910094146
10382,1,607,39,2,0.0,1,1,0,101178.95281244203
10383,1,648,42,3,175037.66462742892,1,0,0,67058.25563076715
10384,1,558,49,6,121506.77822685626,1,1,0,46872.77330100982
10385,1,803,51,7,98178.9191486979,1,0,0,118822.43902817683
10386,1,642,43,2,171470.29212550976,1,0,0,109685.31855520785
10387,1,654,34,2,0.0,1,0,1,100399.44384229879
10388,1,553,46,5,0.0,1,0,0,62136.531255929076
10389,1,582,57,5,0.0,1,1,0,26054.119541978907
10390,1,556,51,8,138267.6706047758,1,1,0,198604.39669510332
10391,1,550,51,1,106004.03002264303,1,0,0,23497.504747208754
10392,1,735,33,3,136209.41920684156,1,1,0,4543.800149978702
10393,1,755,44,0,81500.64950054704,1,0,0,39327.2665691941
10394,1,598,51,5,45331.94097113781,2,0,1,67874.37178290017
10395,1,598,43,7,0.0,2,0,0,110914.78697275739
10396,1,664,48,6,109524.26989730266,1,0,0,53399.474766227126
10397,1,599,56,2,0.0,2,0,0,66549.85602658369
10398,1,593,31,5,111975.42194772714,2,0,0,10356.344801557427
10399,1,779,49,7,97707.11774810922,1,0,0,22215.460158072485
10400,1,704,63,8,137226.94555057772,1,0,0,111183.79505853527
10401,1,689,41,9,180881.10738086744,2,1,0,188133.25844693277
10402,1,624,35,9,145132.1172423116,1,1,0,22635.912079866954
10403,1,436,36,5,97753.62190390931,1,0,0,118428.95111477468
10404,1,660,36,3,138577.86451075168,1,1,0,172327.6873056567
10405,1,691,43,8,114808.02666513933,1,1,0,189547.68242086045
10406,1,574,40,1,99105.54749594397,1,0,0,134416.01145036082
10407,1,823,56,2,131327.76020026495,1,1,1,30988.11401467455
10408,1,703,56,5,145500.68937212357,1,0,1,125768.79079674356
10409,1,676,40,6,177603.3935512489,1,1,0,66643.3873438247
10410,1,657,47,3,177546.47722007846,1,1,0,91022.84478984788
10411,1,585,41,4,112780.71756486181,1,0,0,191069.49979036156
10412,1,605,43,9,67837.43492128566,1,0,0,78646.34090550832
10413,1,632,54,4,87878.2937883639,1,1,0,70344.37487422157
10414,1,728,41,3,80806.62612392915,1,1,0,164959.56792031604
10415,1,508,56,2,101275.86632369488,1,1,0,43341.612854625026
10416,1,636,47,3,165574.91168054368,1,1,0,110957.62909338421
10417,1,573,32,1,110603.17968260721,1,1,0,6451.841634641415
10418,1,631,52,5,0.0,1,1,0,50348.0344656543
10419,1,653,25,2,86508.74485787348,2,0,0,16580.933126137712
10420,1,658,48,2,123651.2498543116,1,0,0,14764.619312292183
10421,1,691,48,4,0.0,1,0,1,55765.67487060878
10422,1,605,58,1,0.0,1,1,0,70663.55133667943
10423,1,653,37,4,120492.19451262843,1,0,0,197328.91946843726
10424,1,464,41,6,72961.88347396419,2,1,0,186280.31750680174
10425,1,623,33,1,107228.45655783954,1,0,0,60363.06394772988
10426,1,678,43,1,117640.86048541522,1,1,1,23628.430454197794
10427,1,717,46,3,109055.88762810214,1,1,0,27077.75617543447
10428,1,590,48,5,132684.97397363177,2,1,0,36204.74935729497
10429,1,518,45,1,81967.07995871754,1,0,0,42325.586044371536
10430,1,628,42,5,131305.44860015364,1,1,1,46720.86933190655
10431,1,753,37,7,98033.07298873259,1,0,0,191465.43565656856
10432,1,541,42,5,29602.521272561404,1,0,0,175398.31079660772
10433,1,660,42,4,104292.93315258027,1,1,0,180157.14862183057
10434,1,539,45,6,0.0,1,0,0,113634.95412148036
10435,1,601,49,2,76650.81579010037,1,0,0,135940.8578553584
10436,1,533,42,1,65636.5509931453,1,0,0,50151.91806560874
10437,1,641,19,6,0.0,1,0,0,59588.06341184335
10438,1,585,50,3,88058.83712148531,1,0,0,5422.185081082213
10439,1,648,29,6,109447.82238410004,1,0,1,162156.96597032697
10440,1,702,50,8,107554.6684177785,1,1,0,140684.71890315032
10441,1,685,58,2,147448.5097488509,1,1,1,126044.37265509524
10442,1,714,41,4,0.0,1,0,0,113116.15643055069
10443,1,532,51,2,88139.73008072068,1,1,0,174140.8628950491
10444,1,565,46,4,117237.10609514175,1,0,0,42457.189357951065
10445,1,564,28,3,105011.51168202369,1,1,1,184406.6820038577
10446,1,577,44,1,0.0,1,0,0,83701.91612002604
10447,1,559,48,4,0.0,1,0,0,191735.60028731532
10448,1,510,37,4,96789.73782022164,1,1,0,117850.88085023333
10449,1,717,43,4,102222.76508873038,2,1,0,16123.49140251791
10450,1,697,38,2,161054.99111468354,1,0,1,154073.96843923285
10451,1,714,41,8,95916.24587821637,1,0,0,129432.97658520222
10452,1,650,49,6,96333.56317413045,1,0,0,73709.96483301709
10453,1,526,35,8,118519.597116706,1,0,0,40991.524635089816
10454,1,727,41,3,0.0,1,1,0,182857.15691895576
10455,1,471,52,6,107952.72047389255,1,0,0,97596.66687229456
10456,1,660,48,1,97053.47784217677,1,0,0,113437.9005754119
10457,1,596,50,7,120480.28564680497,1,1,0,64388.52736810859
10458,1,499,44,0,179883.72691571148,1,0,0,2873.492493433296
10459,1,762,57,7,115848.8376748335,1,0,0,159274.9716566834
